Name,CC0h_1,CC0h_2,CC0h_3,CC4h_1,CC4h_2,CC4h_3,CC12h_1,CC12h_2,CC12h_3,MGC0h_1,MGC0h_2,MGC0h_3,MGC4h_1,MGC4h_2,MGC4h_3,MGC12h_1,MGC12h_2,MGC12h_3
Gm22990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdpcp,924,1058,868,447,362,422,435,398,566,799,616,700,401,469,382,392,467,417
Otx1,33,47,57,26,31,380,2,0,0,6,2,19,10,2,8,4,3,7
Ehbp1,1213,1949,1723,1559,1207,1582,1014,1076,1199,2834,2120,2586,2856,3887,3482,1795,1912,2142
Gm12050,5,6,4,6,1,39,0,0,3,3,4,4,0,0,4,0,1,2
Gm12051,0,0,0,0,0,0,0,2,0,2,0,0,2,3,0,5,2,0
Tmem17,297,471,330,120,80,73,106,56,78,340,306,306,87,90,140,124,124,145
Gm26829,20,28,12,1,2,1,0,0,0,10,10,9,5,1,3,1,3,2
Gm12052,0,2,0,0,0,2,0,0,0,0,2,3,2,0,0,0,0,0
Gm12055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm12056,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3gnt2,114,105,135,230,119,155,129,143,198,126,110,144,102,109,123,134,133,112
Gm28048,0,2,14,5,3,10,6,2,6,0,2,17,4,2,8,4,5,6
Gm20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130230N09Rik,14,21,13,22,7,24,3,11,7,2,5,6,3,2,1,3,2,1
Gm24917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commd1,1084,1325,1330,1161,819,1019,823,785,894,679,466,476,361,391,398,588,683,586
Zrsr1,440,595,533,527,394,312,817,646,831,761,607,599,421,404,486,689,859,845
Cct4,8446,9858,8283,9064,8064,5387,10886,10765,11361,8599,6352,6643,5566,6779,6583,7145,7518,7375
Fam161a,383,609,516,539,351,664,1682,1754,1705,675,552,537,1175,1308,1106,1265,1632,1461
Gm23740,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0
Gm12059,8,8,2,28,8,10,60,50,83,24,16,16,51,28,23,36,53,46
1700061J23Rik,2,2,0,5,1,0,2,0,0,2,4,7,4,6,4,6,13,24
Gm24398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xpo1,10542,11190,10235,9442,7596,6245,7392,7001,7473,15462,10434,10486,8309,8020,8415,7949,7721,8634
Usp34,4599,5777,5368,6202,4447,6417,6942,6729,6948,9533,6412,7849,6122,7103,7149,6573,6805,7850
Gm22753,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahsa2,2867,3589,3338,2194,1522,1249,1878,1754,2036,4345,3290,3365,1889,1736,1829,1638,1524,1523
Gm47279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030C12Rik,0,11,0,0,4,0,2,0,2,4,0,2,0,0,0,0,0,0
1700093K21Rik,10,11,17,20,10,82,8,10,14,7,2,13,6,2,0,5,4,17
Selenok-ps1,16,0,11,0,6,2,0,10,2,3,4,7,1,0,7,0,2,4
0610010F05Rik,1587,1800,1573,847,863,666,1272,1336,1460,1868,1502,1556,839,752,852,952,992,1047
Gm23114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex13,1947,3108,2492,1944,1189,2271,1551,1578,1847,2929,2258,2345,1192,1193,1236,1301,1465,1465
Pus10,1212,1497,1234,1033,802,607,1275,1391,1343,1976,1506,1651,963,936,1142,1113,1120,1265
Rel,495,635,568,862,732,665,1223,1002,1042,1234,971,919,948,1178,971,899,1027,1076
Gm23827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papolg,930,1247,1188,1101,1017,1741,868,817,888,1315,1031,1141,783,774,789,921,828,920
Gm12061,0,0,6,8,2,21,6,7,11,6,1,0,0,8,3,4,5,4
Gm44381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A830031A19Rik,4,25,10,3,1,0,3,0,0,14,4,17,2,0,6,5,1,2
Gm12063,10,18,0,0,2,0,0,6,2,12,12,14,0,0,2,0,2,3
Bcl11a,2661,3277,2724,1525,1174,798,821,891,1003,2571,1973,2229,717,626,759,743,582,785
Gm12064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4930538E20Rik,7,2,6,6,4,0,0,0,4,11,4,6,4,0,0,0,2,1
Gm12065,422,410,447,80,75,72,18,14,18,1048,757,791,104,45,94,56,35,86
Gm12066,58,33,64,20,15,0,6,9,2,102,47,46,8,4,8,23,13,10
Gm12068,359,582,551,97,92,137,11,9,7,356,346,293,82,50,64,28,15,39
4933430M04Rik,45,64,42,4,12,7,2,0,0,43,44,30,9,2,7,6,6,1
Gm22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10466,19,33,77,59,34,106,1,0,0,29,15,20,3,9,2,5,2,0
Gm12665,7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4933427E13Rik,3,31,15,36,7,72,1,1,0,2,4,2,0,4,6,3,8,7
Gm24255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730522E02Rik,154,185,230,103,71,168,23,29,31,111,113,109,76,64,77,89,94,118
Gm23514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fancl,462,641,606,280,270,256,227,200,267,627,597,597,208,203,280,170,222,244
Vrk2,473,597,679,398,262,169,334,399,294,545,390,416,209,226,250,259,254,345
Gm6899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6685,0,0,0,2,0,0,0,4,4,6,2,2,6,6,2,0,0,3
Gm12081,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2
Ccdc85a,3,48,31,22,9,46,0,5,5,16,20,27,9,13,19,19,11,12
2810471M01Rik,0,3,1,0,1,2,0,1,1,3,0,1,1,1,0,0,1,1
Mir216b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir216c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12082,1,0,0,0,0,2,1,1,0,33,19,41,3,3,4,2,0,3
Mir216a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efemp1,10,20,40,60,38,16,273,247,402,267,191,365,175,146,214,372,474,624
Pnpt1,1734,2109,1746,2001,1708,1271,1739,1790,1819,3495,2582,2814,1963,2031,2443,2399,2473,3031
A630052C17Rik,98,122,129,114,86,56,70,124,168,197,130,153,128,171,167,124,137,189
Ppp4r3b,2740,2905,2446,4098,3282,2378,3854,3709,4127,4375,3482,3392,3809,4617,4007,3712,4273,4341
Cfap36,2157,2182,1739,2582,2162,1726,1201,1206,1384,1629,1263,1180,1083,1465,1241,847,985,1019
Gm23109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc88a,2437,3072,2463,2630,2222,1884,2506,2439,2948,5266,3680,3773,2947,3199,2798,2117,2176,2459
Prorsd1,310,340,375,417,321,281,316,315,490,394,274,246,249,288,231,292,275,326
Gm12089,21,27,10,35,23,29,35,27,43,39,19,46,27,48,52,12,14,21
Mtif2,1765,2188,1935,1039,716,811,1692,1813,2231,2482,2046,2087,913,701,974,1543,1678,1770
Rps27a,19184,21191,17617,17264,14742,10746,10915,10091,12003,10020,7056,8287,6810,8463,7927,7875,8255,8552
Clhc1,24,19,6,6,8,9,10,20,9,32,16,33,9,3,5,12,0,21
Gm12088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12092,0,7,0,0,14,10,0,0,0,2,5,0,0,1,0,4,3,3
Rtn4,4660,5129,4343,12726,10772,7139,21685,20224,23454,7992,6294,6812,10883,13294,12167,13883,15776,15358
Eml6,220,428,496,280,125,733,226,247,244,366,282,402,97,93,99,184,196,237
4931440F15Rik,2,7,4,2,4,2,3,0,1,1,0,1,4,0,0,0,0,4
Gm22588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sptbn1,5635,6197,5627,12996,10470,7108,14497,15183,15857,25853,17421,23055,18925,22175,23291,19026,19968,23560
Gm29237,0,0,4,2,2,0,17,14,10,12,26,14,18,20,14,15,12,18
Gm8098,3,43,16,55,16,23,39,50,23,38,48,53,56,32,52,53,47,71
4930505A04Rik,0,5,4,1,0,3,1,4,2,6,8,17,2,4,4,2,2,0
Acyp2,247,475,337,474,337,310,232,173,286,255,301,278,186,198,216,264,278,297
Gm12100,1,16,2,13,11,42,0,0,0,5,0,2,2,0,2,0,0,0
Psme4,3756,5318,4481,5560,4232,6675,7362,7646,7824,7973,5741,6257,5402,6082,6093,6291,7043,7053
Gpr75,10,24,8,16,4,12,24,2,26,22,16,12,22,12,20,25,32,44
Asb3,2455,2624,2427,1674,1282,1505,1617,1591,1858,3499,2733,2712,1530,1346,1923,1557,1575,2041
Erlec1,1736,1983,1572,1334,1207,903,1843,1716,2123,3278,2288,2447,1411,1487,1654,1485,1699,1833
Chac2,203,264,187,72,63,83,173,196,217,361,267,257,93,82,106,413,575,459
Gm17332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stc2,126,153,127,92,76,215,210,235,200,200,188,287,161,141,189,668,748,676
Bod1,2602,4320,3639,3535,2436,6046,1724,1666,1905,1880,1477,1886,1011,1171,1121,1509,1626,1620
Gm38061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D630024D03Rik,5,13,19,5,2,6,2,12,2,26,12,26,6,10,10,37,29,37
Gm12107,0,0,2,3,0,0,1,0,0,2,0,2,0,0,4,0,2,4
Cpeb4,514,570,473,1200,1231,1035,1878,1966,2108,2074,1322,1516,1244,1468,1320,2580,2871,3085
4930524B15Rik,5,0,4,0,4,0,4,0,4,7,4,8,0,2,1,8,8,12
Nsg2,2,16,16,20,10,24,4,0,1,2,2,9,2,2,2,2,1,2
Gm12108,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Il9r,5,3,0,235,248,121,25,42,27,24,19,25,57,90,66,18,31,18
Snrnp25,997,1201,1117,3788,3514,2333,641,560,679,602,450,552,776,1317,846,294,376,430
Rhbdf1,515,1046,849,4557,3268,3181,2097,2230,2393,1338,1091,1318,2972,3399,3579,2173,2224,2501
Nprl3,1601,1952,1479,1015,1071,865,1133,1416,1389,3127,2254,2286,1062,972,1258,1644,1922,2158
Mpg,420,555,435,610,544,421,410,375,499,509,386,395,302,340,352,352,413,471
Hba-x,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
Hba-a1,18,43,34,88,12,48,659,118,276,830,713,1068,3173,2347,4074,2344,4526,3782
Hbq1b,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,2,1,2
Hba-a2,70,64,36,36,10,56,600,83,240,597,614,877,2763,1844,3395,1971,3531,2809
Hbq1a,0,0,2,8,2,0,0,0,0,0,6,0,2,2,10,2,0,2
Sh3pxd2b,555,437,483,744,596,458,2420,2579,2745,596,491,569,745,867,1051,908,987,1178
Ubtd2,689,790,604,648,527,475,633,623,690,943,620,685,481,576,482,577,552,577
Efcab9,18,38,54,18,3,18,19,29,26,44,31,50,8,12,12,22,10,13
Stk10,1114,1333,1068,852,706,662,638,642,620,1020,657,770,289,366,362,493,353,398
Fbxw11,3684,4396,3780,3960,3503,2698,4035,3733,4132,6183,4424,4781,3421,4768,3802,3681,4124,3941
4930555O08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smim23,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm12111,20,16,13,22,13,11,9,7,3,13,22,23,8,4,0,4,10,9
Gm26052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12114,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Fgf18,0,6,3,2,26,12,2,5,2,6,19,20,6,29,11,7,7,10
Npm1,35217,40937,34780,45581,39852,31931,13226,12957,15306,21304,15649,16995,14899,18474,17928,15249,14600,15978
Tlx3,0,2,14,30,6,21,0,2,0,2,2,6,2,30,20,2,0,2
Gm12116,10,6,18,1,1,3,4,1,2,10,27,26,8,10,13,8,6,2
Ranbp17,240,523,524,303,213,480,71,74,104,666,467,568,165,192,234,231,189,286
Gm12117,1,0,3,0,1,0,0,1,0,1,1,1,3,2,2,3,0,0
Gabrp,0,24,12,37,11,78,0,2,2,2,0,16,2,4,5,3,0,7
D130052B06Rik,1,2,4,0,0,6,0,0,2,1,0,3,1,1,0,1,0,0
Kcnip1,24,123,62,108,56,319,2,13,9,16,9,55,37,16,16,20,17,25
Gm12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12120,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kcnmb1,0,2,0,0,1,1,0,0,0,4,8,6,4,4,18,10,12,9
4930469K13Rik,16,54,18,37,15,118,2,1,0,1,6,11,4,3,8,5,0,7
Lcp2,2,44,47,23,14,122,6,6,2,6,22,42,2,16,20,30,19,30
Gm12121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Foxi1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dock2,175,170,113,112,23,178,18,11,25,490,271,389,55,77,62,90,75,135
4930403D09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam196b,186,214,160,50,7,22,4,6,2,2568,1887,1880,20,20,22,44,117,154
Spdl1,1277,1822,1657,1654,1188,2591,429,409,391,1331,977,1046,1025,1002,1057,825,933,958
Gm22022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12711,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
Gm25799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slit3,1418,1303,1453,1062,912,609,385,334,518,1217,816,1429,673,692,689,1508,1617,2421
Gm26070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12122,0,6,13,0,21,54,2,0,0,1,0,6,0,2,0,0,0,0
Mir218-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pank3,3864,3788,3472,5283,4329,2742,6306,5996,6472,6993,5057,5251,4781,5520,5139,6551,7928,7764
Mir103-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fbll1,1,2,0,1,1,0,0,0,1,28,12,22,12,26,16,1,3,0
Rars,2913,4226,3740,4485,3672,4595,2549,2147,2805,2814,2112,2413,1951,2178,1983,2583,2585,2713
Wwc1,17,151,178,637,339,671,72,54,65,120,101,181,209,211,353,134,175,190
Tenm2,63,79,108,67,41,93,23,18,22,94,62,135,67,71,93,47,49,50
Gm12126,0,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0
Gm12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12128,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12130,3,67,55,66,28,245,0,2,0,10,8,20,5,4,5,9,3,3
Gm23520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12132,12,24,11,17,4,45,5,4,8,8,11,9,10,5,13,9,12,8
3110004A20Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mat2b,3088,7024,6345,5929,3093,13002,2649,2561,2897,3418,2465,3703,1793,1730,2028,2718,2870,2786
Hmmr,2063,2359,2068,1307,1248,890,1166,1254,1192,2653,1984,1837,938,1031,1050,1812,1939,2140
Nudcd2,2907,2895,2470,2171,1785,1304,1322,1240,1330,2203,1692,1536,953,1076,1043,1407,1316,1437
Ccng1,1997,2043,1838,1060,833,606,2400,2576,2727,2001,1509,1719,741,733,836,1516,2050,1734
Gm24446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platr13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A230004M16Rik,0,3,1,2,3,8,5,1,2,5,4,2,3,4,2,4,3,1
Gabrg2,1,0,0,1,2,2,0,0,0,0,3,1,2,2,1,0,1,0
Gabra1,19,12,12,47,40,30,22,32,33,715,508,456,718,1428,917,93,57,87
Gabra6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gabrb2,91,50,27,208,161,123,125,117,156,2853,2048,1830,2452,3897,2493,180,121,203
Gm25543,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gm9972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12145,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Atp10b,37,354,281,329,121,915,6,4,10,37,41,98,16,21,22,34,8,21
Gm12146,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Gm12144,0,24,0,1,6,12,0,0,0,0,2,2,0,0,0,1,0,2
Gm12147,0,2,5,2,1,1,4,2,1,5,3,0,2,4,5,2,0,4
Mir146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pttg1,742,2007,1854,2195,844,5065,768,749,843,709,522,892,284,353,429,641,608,664
Slu7,1591,2212,1759,1949,1530,2079,2233,2415,2666,2152,1580,1772,1471,1475,1515,1956,2021,2048
C1qtnf2,0,2,0,0,0,4,1,0,0,18,10,18,6,3,2,10,10,6
Ccnjl,603,651,647,651,558,346,379,436,588,760,735,687,969,960,1116,2174,2478,2709
Gm12150,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1
4933415A04Rik,54,46,34,21,30,52,19,32,16,24,46,23,39,40,59,102,149,91
Fabp6,2,0,0,5,6,2,2,14,4,0,0,2,0,10,4,5,2,14
Pwwp2a,2002,2389,2446,1907,1471,1527,1320,1418,1495,2806,2264,2328,1412,1498,1661,1545,1670,1788
Ttc1,1485,2151,1831,2178,1692,2139,1652,1822,1932,1631,1274,1346,1200,1255,1256,1442,1526,1574
Adra1b,2,9,11,92,47,35,22,37,17,85,61,48,62,110,44,27,22,28
Gm12153,2,5,2,2,2,4,0,0,6,4,15,14,6,7,7,13,11,9
Gm12154,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
Il12b,0,0,0,2,3,8,5,4,4,2,0,0,0,0,2,0,1,0
Ublcp1,1845,2556,2188,2019,1457,1616,1402,1382,1631,3248,2486,2419,1487,1618,1734,1689,1719,1809
Gm22121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf145,3529,3662,3328,6508,4937,3582,5223,5536,6139,8925,6194,6832,6041,7954,6696,3507,3703,3886
4930597A21Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Gm37695,1,0,0,1,1,1,0,0,0,4,2,1,4,0,1,1,0,0
Ebf1,26,20,11,25,7,8,8,11,9,28,17,51,26,29,24,20,38,28
Gm12158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12159,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1
Gm12160,4,2,0,0,1,2,1,0,2,1,0,0,2,0,0,0,1,7
Gm38087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37312,3,1,0,0,4,0,0,0,0,1,3,1,0,0,0,0,0,1
Gm12162,2,5,2,0,2,2,0,2,0,1,0,0,0,0,0,2,1,4
Gm22284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F630206G17Rik,17,8,22,38,20,19,34,44,31,23,10,5,10,21,12,38,42,40
Gm22751,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clint1,4702,6215,5112,7323,6006,6168,5486,5558,6088,11006,7984,8297,5472,6029,5983,9384,10782,10887
Lsm11,582,951,668,951,621,994,1651,1586,1656,856,668,634,1827,1778,1963,2906,3329,3253
Thg1l,1205,1402,1142,1172,1005,1023,822,682,929,935,719,677,845,1076,1229,957,1136,1154
Sox30,53,81,36,22,26,29,93,82,94,184,125,126,109,169,214,237,253,303
Gm12166,2,8,4,12,12,6,4,8,10,8,2,0,8,4,2,9,1,6
Adam19,41,39,8,96,47,43,33,31,39,249,200,306,192,200,240,341,448,528
Mir8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nipal4,2,0,10,1,0,0,3,4,10,8,4,10,0,4,12,12,10,13
Mir7239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyfip2,4801,5960,4129,1444,988,1444,2091,2332,2547,8775,5915,6642,1139,1027,1364,4085,4652,4411
Fndc9,88,155,99,57,27,62,13,39,34,175,137,122,64,38,59,56,78,59
Itk,25,32,21,6,4,9,1,3,8,17,22,19,11,7,14,24,11,19
Gm12167,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0
Fam71b,10,16,18,0,2,0,2,0,0,14,24,20,2,0,3,8,0,6
Med7,1335,1915,1497,1407,1163,1469,795,836,829,1581,1144,1139,1110,1173,1254,971,1038,1082
2310031A07Rik,68,96,48,88,95,60,65,68,72,134,108,116,116,129,103,65,93,92
Havcr2,19,5,0,25,13,0,26,36,36,21,10,15,82,64,90,90,154,107
Gm12169,1,4,3,0,0,0,0,0,0,6,5,3,1,0,0,1,0,0
Gm12171,1,15,2,0,1,0,1,1,1,15,19,24,3,1,1,0,0,1
BC053393,21,16,12,7,8,5,3,6,6,5,3,11,4,7,8,2,6,8
Dppa1,33,59,31,44,34,69,0,0,0,25,22,33,1,7,3,0,3,4
Gm4926,577,606,547,79,130,60,2,0,6,821,543,596,54,54,50,52,34,65
Timd2,61,45,34,41,27,32,15,16,20,58,38,32,58,38,54,23,29,28
Havcr1,5,20,20,28,8,67,0,0,0,5,1,8,8,0,5,5,1,1
Timd4,22,149,99,188,62,520,0,0,4,20,12,27,11,10,11,9,10,21
Sgcd,97,290,283,250,109,563,51,70,59,81,72,123,60,81,75,75,59,82
Gm23039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rack1,36403,41388,33546,41556,35729,25079,30912,28180,34256,37441,26643,28950,25915,33465,30053,22702,23094,24321
Gm25296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord96a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim41,2993,3700,3207,3383,2450,2843,3145,3355,3579,5488,3974,4330,2529,2534,2539,2663,3093,3141
Gm12184,27,30,21,21,12,13,21,8,44,27,16,17,15,14,19,18,6,14
Trim7,117,119,138,39,30,56,321,404,376,283,236,236,78,65,89,379,516,441
Gm16170,12,6,20,14,4,6,22,34,39,42,29,45,2,12,11,78,54,40
Irgm1,344,496,456,142,154,97,461,615,537,642,509,627,252,259,307,432,501,529
Gm5431,6,0,0,4,1,0,0,0,0,2,5,6,2,8,12,2,0,0
Gm12185,4,6,3,0,3,3,1,2,12,16,13,34,9,10,6,16,8,21
Psme2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9930111J21Rik1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0
Olfr56,4,5,4,17,7,2,4,10,4,14,5,20,13,7,13,8,10,28
Tgtp1,0,0,0,0,0,0,0,0,0,3,4,4,1,4,6,2,2,2
9930111J21Rik2,1,2,2,4,1,6,0,6,2,13,2,21,11,6,28,11,18,30
Tgtp2,0,10,8,2,6,0,2,0,6,8,8,14,10,2,6,10,12,4
Ifi47,74,52,38,16,12,6,51,48,36,70,34,72,33,30,36,69,74,58
Olfr1396,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0
Olfr1395,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0
Olfr1394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Btnl9,0,2,6,0,0,0,0,0,2,10,13,36,12,15,22,4,5,6
Zfp62,2023,1999,2012,1891,1626,1045,1819,1715,1766,2859,2285,2229,1829,2029,1700,1683,1816,1950
Mgat1,4624,5139,4686,4744,3451,3360,3881,3676,4444,6379,4617,5202,3339,3889,4202,3787,4126,4722
Olfr1393,0,4,0,2,2,0,0,4,2,2,2,4,0,2,4,2,1,1
Olfr1392,0,0,0,0,0,0,3,2,1,2,0,1,0,0,2,2,4,4
Olfr10,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,0,2,0
Olfr1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Olfr1390,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Olfr1389,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Olfr1388,10,1,0,10,10,2,2,4,7,9,13,17,10,4,4,4,10,4
Olfr1387,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0
Olfr1386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Olfr1385,4,5,4,3,1,3,1,0,2,3,3,6,0,0,5,1,4,0
Olfr1384,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Olfr1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flt4,782,953,809,184,136,93,24,37,36,1153,819,1114,193,252,279,119,137,191
Scgb3a1,552,871,633,73,36,38,4,0,14,428,294,376,28,29,46,9,14,15
Cnot6,17852,19517,16321,9278,7862,4747,10870,9654,10864,29235,20032,21823,9003,10320,9647,9535,9967,10177
Gm23813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gfpt2,2785,3304,2829,18718,18092,10315,24317,19605,22353,1852,1463,1425,3418,5080,3596,3527,3486,3768
Mapk9,4261,5349,4373,3239,2122,2570,3289,3668,3667,8477,6348,6641,1884,1576,2033,3085,3311,3870
Gm23492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasgef1c,4,0,1,10,4,1,4,3,8,7,6,10,1,2,3,3,3,2
Rnf130,1913,1983,1828,894,683,964,752,859,667,2533,1840,2301,762,707,838,1080,1062,1120
